Practice code,Practice name, Opt-out , List Size , Opt-out Rate 
E85114,CROSSLANDS SURGERY, 804 ," 7,564 ",10.63
E85115,PENTELOW PRACTICE, 124 ," 3,824 ",3.24
E85116,THE CUCKOO LANE PRACTICE, 518 ," 6,015 ",8.61
E85118,THE FULHAM MEDICAL CENTRE, 356 ," 6,647 ",5.36
E85119,THE MWH PRACTICE, 358 ," 12,051 ",2.97
E85120,THE ARGYLE SURGERY, 660 ," 8,452 ",7.81
E85121,GURU NANAK MEDICAL CENTRE, 373 ," 13,073 ",2.85
E85122,THE FLORENCE ROAD SURGERY," 1,172 "," 14,924 ",7.85
E85123,THE CORFTON ROAD SURGERY, 513 ," 8,797 ",5.83
E85124,GP AT HAND," 8,458 "," 111,006 ",7.62
E85125,STERNDALE SURGERY, 335 ," 4,992 ",6.71
E85126,GREEN PRACTICE, 273 ," 10,206 ",2.67
E85127,THE BARNABAS MEDICAL CTRE, 655 ," 9,385 ",6.98
E85128,SANDS END HEALTH CLINIC, 570 ," 12,397 ",4.60
E85129,THE MANSELL ROAD PRACTICE, 420 ," 5,872 ",7.15
E85130,CHISWICK FAMILY PRACTICE, 447 ," 4,476 ",9.99
E85600,WILLOW PRACTICE, 204 ," 5,267 ",3.87
E85605,BRENTFORD GROUP PRACTICE, 480 ," 8,895 ",5.40
E85617,ACTON TOWN MEDICAL CENTRE, 139 ," 3,325 ",4.18
E85623,SOMERSET MEDICAL CENTRE, 251 ," 2,585 ",9.71
E85624,"DR UPPAL & PARTN, PARKVIEW CTR FOR H&W", 289 ," 6,828 ",4.23
E85625,CHISWICK FAMILY DRS PRACTICE, 240 ," 4,472 ",5.37
E85628,ELTHORNE PARK SURGERY, 720 ," 9,214 ",7.81
E85630,WESTERN AVENUE SURGERY, 95 ," 3,571 ",2.66
E85633,THE SOUTHALL MEDICAL CTR., 306 ," 8,478 ",3.61
E85635,THE VALE SURGERY, 254 ," 5,625 ",4.52
E85636,PARK MEDICAL CENTRE, 959 ," 12,226 ",7.84
E85640,THE CHURCHFIELD ROAD SURGERY, 132 ," 3,479 ",3.79
E85643,MEADOW VIEW, 155 ," 5,860 ",2.65
E85649,FULHAM CROSS MEDICAL CENTRE, 199 ," 4,455 ",4.47
E85656,SUNRISE MEDICAL CENTRE, 155 ," 4,678 ",3.31
E85657,EALING PARK HEALTH CENTRE, 574 ," 10,921 ",5.26
E85658,HOLLY ROAD MEDICAL CENTRE, 207 ," 3,764 ",5.50
E85659,"DR RK KUKAR, PARKVIEW CTR FOR H&W", 95 ," 2,161 ",4.40
E85663,THE SALUJA CLINIC, 186 ," 10,427 ",1.78
E85677,THE HORN LANE SURGERY, 238 ," 5,440 ",4.38
E85680,CLOISTER ROAD SURGERY, 979 ," 10,997 ",8.90
E85681,JERSEY PRACTICE, 492 ," 9,138 ",5.38
E85682,DORMERS WELLS MEDICAL CENTRE, 285 ," 6,543 ",4.36
E85683,GLEBE STREET SURGERY, 335 ," 4,257 ",7.87
E85685,THE LILYVILLE SURGERY, 518 ," 10,206 ",5.08
E85687,ACTON LANE MEDICAL CENTRE, 116 ," 2,658 ",4.36
E85692,WELLESLEY ROAD PRACTICE, 614 ," 7,942 ",7.73
E85693,GROVE PARK SURGERY, 635 ," 8,588 ",7.39
E85694,THE BOILEAU ROAD SURGERY, 180 ," 3,782 ",4.76
E85696,CLIFFORD ROAD SURGERY, 147 ," 9,567 ",1.54
E85697,GREENBROOK BEDFONT, 168 ," 5,983 ",2.81
E85699,GROVE VILLAGE MEDICAL CENTRE, 254 ," 6,194 ",4.10
E85707,SKYWAYS MEDICAL CENTRE, 213 ," 5,408 ",3.94
E85708,GILL MEDICAL PRACTICE, 265 ," 7,464 ",3.55
E85712,GOODCARE PRACTICE," 1,388 "," 10,086 ",13.76
E85713,HOUNSLOW FAMILY PRACTICE, 181 ," 5,436 ",3.33
E85714,THE PITSHANGER LANE SURGERY, 295 ," 3,244 ",9.09
E85715,BROADMEAD SURGERY, 473 ," 7,300 ",6.48
E85716,BATH ROAD SURGERY, 444 ," 14,463 ",3.07
E85718,HATTON MEDICAL PRACTICE, 131 ," 4,805 ",2.73
E85719,ASHVILLE SURGERY, 554 ," 12,173 ",4.55
E85721,THE TOWN SURGERY, 14 ," 2,071 ",0.68
E85725,THE GROVE MEDICAL PRACTICE, 341 ," 6,986 ",4.88
E85726,MATTOCK LANE HEALTH CENTRE, 207 ," 2,937 ",7.05
E85734,QUEENS PARK MEDICAL PRACTICE, 155 ," 5,783 ",2.68
E85735,BRENTFORD FAMILY PRACTICE, 505 ," 5,446 ",9.27
E85736,LITTLE PARK SURGERY, 602 ," 6,647 ",9.06
E85739,HMC HEALTH HESTON GREAT WEST, 269 ," 8,569 ",3.14
E85740,THE LYNWOOD SURGERY, 96 ," 2,375 ",4.04
E85743,ST. GEORGES MEDICAL CTR., 121 ," 3,204 ",3.78
E85744,ARGYLE HEALTH-ISLEWORTH PRACTICE, 506 ," 10,922 ",4.63
E85745,JUBILEE GARDENS MEDICAL CENTRE, 172 ," 7,028 ",2.45
E85746,GROVE PARK TERRACE SURGERY, 206 ," 3,992 ",5.16
E85748,"THE MEDICAL CENTRE, DR KUKAR", 131 ," 6,366 ",2.06
E85750,SPRING GROVE MEDICAL PRACTICE, 307 ," 7,463 ",4.11
E86001,MOUNTWOOD SURGERY," 1,665 "," 11,726 ",14.20
E86003,KINGSWAY SURGERY, 206 ," 5,045 ",4.08
E86004,THE MEDICAL CENTRE, 468 ," 11,081 ",4.22
E86005,THE OAKLAND MEDICAL CENTRE, 398 ," 6,940 ",5.73
E86006,THE DEVONSHIRE LODGE PRACTICE, 591 ," 8,435 ",7.01
E86007,HAREFIELD PRACTICE, 315 ," 9,056 ",3.48
E86009,BELMONT MEDICAL CENTRE, 485 ," 8,157 ",5.95
E86010,YIEWSLEY FAMILY PRACTICE, 436 ," 14,412 ",3.03
E86011,OXFORD DRIVE MEDICAL CENTRE, 366 ," 6,047 ",6.05
E86012,WOOD LANE MEDICAL CENTRE, 698 ," 11,374 ",6.14
E86014,CEDARS MEDICAL CENTRE, 291 ," 5,697 ",5.11
E86015,CENTRAL UXBRIDGE SURGERY, 751 ," 16,506 ",4.55
E86016,THE PINE MEDICAL CENTRE, 280 ," 5,897 ",4.75
E86017,HAYES MEDICAL CENTRE, 420 ," 16,453 ",2.55
E86018,TOWNFIELD DOCTORS SURGERY, 336 ," 8,463 ",3.97
E86019,THE WARREN PRACTICE, 320 ," 6,910 ",4.63
E86020,YEADING COURT SURGERY, 177 ," 5,341 ",3.31
E86022,THE ABBOTSBURY PRACTICE, 441 ," 6,282 ",7.02
E86024,KING EDWARDS MEDICAL CENTRE, 354 ," 4,712 ",7.51
E86026,PARKVIEW SURGERY, 272 ," 6,823 ",3.99
E86027,OTTERFIELD MEDICAL CENTRE, 232 ," 7,158 ",3.24
E86028,EASTBURY SURGERY, 444 ," 8,550 ",5.19
E86029,CEDAR BROOK PRACTICE, 586 ," 10,846 ",5.40
E86030,BRUNEL MEDICAL CENTRE, 374 ," 12,183 ",3.07
E86033,ST MARTINS MEDICAL CENTRE, 885 ," 6,110 ",14.48
E86034,CHURCH ROAD SURGERY, 97 ," 2,717 ",3.57
E86036,HILLINGDON HEALTH CENTRE, 492 ," 8,022 ",6.13
E86038,GLENDALE MEDICAL CENTRE, 207 ," 6,781 ",3.05
E86041,ACRE SURGERY, 255 ," 5,371 ",4.75
E86042,THE HIGH STREET PRACTICE, 295 ," 7,190 ",4.10
E86605,LADYGATE LANE MEDICAL PRACTICE, 138 ," 2,444 ",5.65
E86609,NORTH HYDE ROAD SURGERY, 153 ," 5,775 ",2.65
E86610,WILLOW TREE SURGERY, 158 ," 3,233 ",4.89
E86612,SHAKESPEARE HEALTH CENTRE, 153 ," 4,009 ",3.82
E86615,ACREFIELD SURGERY, 89 ," 2,656 ",3.35
E86618,CAREPOINT PRACTICE, 642 ," 7,103 ",9.04
E86619,WALLASEY MEDICAL CENTRE, 219 ," 3,189 ",6.87
E86620,WEST LONDON MEDICAL CENTRE, 158 ," 5,174 ",3.05
E86625,KINCORA DOCTORS SURGERY, 124 ," 3,207 ",3.87
E86626,QUEENS WALK MEDICAL CENTRE, 327 ," 6,476 ",5.05
E86629,DR MLR SIDDIQUI'S PRACTICE, 125 ," 3,611 ",3.46
E86632,ACORN MEDICAL CENTRE, 259 ," 5,983 ",4.33
E86637,HEATHROW MEDICAL CENTRE, 286 ," 6,028 ",4.74
E86640,SOUTHCOTE CLINIC, 632 ," 4,779 ",13.22
E87002,VICTORIA MEDICAL CENTRE," 1,028 "," 18,221 ",5.64
E87003,NORTH KENSINGTON MEDICAL CENTRE, 358 ," 4,889 ",7.32
E87004,THE REDCLIFFE SURGERY, 562 ," 10,254 ",5.48
E87005,BELGRAVIA SURGERY, 862 ," 9,110 ",9.46
E87006,LITTLE VENICE MEDICAL CENTRE, 394 ," 4,589 ",8.59
E87007,WESTBOURNE GROVE MEDICAL CENTRE, 434 ," 8,478 ",5.12
E87008,PADDINGTON GREEN HEALTH CENTRE, 864 ," 10,520 ",8.21
E87009,THE GARWAY MEDICAL PRACTICE, 215 ," 3,974 ",5.41
E87010,MAIDA VALE MEDICAL CENTRE, 762 ," 6,501 ",11.72
E87011,LISSON GROVE HEALTH CENTRE, 334 ," 7,066 ",4.73
E87013,STANHOPE MEWS SURGERY, 676 ," 16,439 ",4.11
E87016,HOLLAND PARK SURGERY, 883 ," 11,466 ",7.70
E87021,SHIRLAND MEDICAL, 357 ," 4,628 ",7.71
E87024,THE GOLBORNE MEDICAL CENTRE, 339 ," 5,297 ",6.40
E87026,MEANWHILE GARDEN MEDICAL CENTRE, 212 ," 2,635 ",8.05
E87029,PORTLAND ROAD PRACTICE, 498 ," 9,180 ",5.42
E87034,PIMLICO HEALTH AT THE MARVEN SURGERY," 1,243 "," 14,638 ",8.49
E87037,CONNAUGHT SQUARE PRACTICE, 759 ," 11,387 ",6.67
E87038,ELGIN CLINIC, 331 ," 4,636 ",7.14
E87043,EMPEROR'S GATE CENTRE FOR HEALTH, 306 ," 6,915 ",4.43
E87045,COVENT GARDEN MEDICAL CENTRE, 684 ," 4,780 ",14.31
E87046,THE RANDOLPH SURGERY," 1,247 "," 11,829 ",10.54
E87047,EARLS COURT MEDICAL CENTRE, 214 ," 6,749 ",3.17
E87048,ROSARY GARDEN SURGERY, 127 ," 3,667 ",3.46
E87052,CROMPTON MEDICAL CENTRE, 107 ," 3,803 ",2.81
E87061,THE PEMBRIDGE VILLAS SURGERY," 1,549 "," 12,025 ",12.88
E87063,KINGS ROAD MEDICAL CENTRE, 667 ," 14,476 ",4.61
E87065,THE NOTTING HILL MEDICAL CENTRE, 223 ," 2,946 ",7.57
E87066,FITZROVIA MEDICAL CENTRE," 1,084 "," 7,679 ",14.12
E87067,COLVILLE HEALTH CENTRE, 736 ," 10,372 ",7.10
E87069,SOHO CENTRE FOR HEALTH AND CARE, 321 ," 3,098 ",10.36
E87070,CRAWFORD STREET SURGERY, 463 ," 7,631 ",6.07
E87609,ST JOHNS WOOD MEDICAL PRACTICE," 2,038 "," 20,634 ",9.88
E87637,GRAND UNION HEALTH CENTRE," 1,149 "," 18,242 ",6.30
E87648,MAYFAIR MEDICAL CENTRE, 188 ," 3,540 ",5.31
E87663,THIRD FLOOR LANARK ROAD MEDICAL CENTRE, 129 ," 3,350 ",3.85
E87665,THE CHELSEA PRACTICE, 258 ," 6,311 ",4.09
E87677,IMPERIAL COLLEGE HEALTH CENTRE," 1,079 "," 19,080 ",5.66
E87681,NEWTON MEDICAL CENTRE," 1,019 "," 14,495 ",7.03
E87691,WESTMINSTER SCHOOL, 11 , 209 ,5.26
E87694,THE ROYAL MEWS SURGERY, 8 , 259 ,3.09
E87701,THE ABINGDON HEALTH CENTRE, 411 ," 8,827 ",4.66
E87702,THE SURGERY, 121 ," 3,229 ",3.75
E87706,THE FORELAND MEDICAL CENTRE, 251 ," 4,267 ",5.88
E87711,ROYAL HOSPITAL CHELSEA, 13 , 278 ,4.68
E87714,SOHO SQUARE GENERAL PRACTICE, 699 ," 5,965 ",11.72
E87715,SCARSDALE MEDICAL CENTRE, 336 ," 8,847 ",3.80
E87720,KENSINGTON PARK MEDICAL CENTRE, 377 ," 9,021 ",4.18
E87722,LANCASTER GATE MEDICAL CENTRE, 243 ," 6,769 ",3.59
E87733,THE EXMOOR SURGERY, 407 ," 5,322 ",7.65
E87737,MARYLEBONE HEALTH CENTRE," 1,386 "," 10,215 ",13.57
E87738,KNIGHTSBRIDGE MEDICAL CENTRE, 608 ," 17,576 ",3.46
E87739,MILLBANK MEDICAL CENTRE, 868 ," 8,739 ",9.93
E87740,THE DOCTOR HICKEY SURGERY, 238 ," 2,175 ",10.94
E87741,WOODFIELD ROAD MEDICAL CENTRE, 493 ," 3,676 ",13.41
E87742,THE GOLBORNE MEDICAL CENTRE, 435 ," 3,032 ",14.35
E87745,CAVENDISH HEALTH CENTRE, 882 ," 9,683 ",9.11
E87746,BROMPTON MEDICAL CENTRE, 122 ," 4,363 ",2.80
E87750,EARLS COURT SURGERY, 179 ," 4,126 ",4.34
E87751,SRIKRISHNAMURTHY HARROW ROAD SURGERY, 180 ," 2,076 ",8.67
E87753,BELGRAVE MEDICAL CENTRE," 1,657 "," 11,988 ",13.82
E87754,WELLINGTON HEALTH CENTRE, 625 ," 6,850 ",9.12
E87755,QUEENS PARK HEALTH CENTRE, 216 ," 3,765 ",5.74
E87756,GROUND FLOOR LANARK MEDICAL CENTRE, 98 ," 3,831 ",2.56
E87762,THE GOOD PRACTICE, 325 ," 8,213 ",3.96
E87768,KINGS COLLEGE HEALTH CENTRE," 1,761 "," 22,726 ",7.75
E87772,GREAT CHAPEL STREET MEDICAL CENTRE, 14 , 328 ,4.27
F81001,DR KHAN & PARTNERS, 709 ," 12,604 ",5.63
F81003,DR F KHAN CARNAVON ROAD SURGERY, 285 ," 6,062 ",4.70
F81004,THE EDEN SURGERIES, 677 ," 9,704 ",6.98
F81006,CLAYHILL MEDICAL PRACTICE, 120 ," 5,764 ",2.08
F81007,"DR PUZEY,DR KOTHARI AND DR NANDA", 828 ," 20,812 ",3.98
F81009,THE GOLD STREET SURGERY, 511 ," 10,764 ",4.75
F81010,AVELEY MEDICAL CENTRE," 2,296 "," 12,394 ",18.53
F81011,KELVEDON & FEERING HEALTH CENTRE, 276 ," 7,436 ",3.71
F81012,WEST MERSEA SURGERY, 421 ," 7,604 ",5.54
F81013,WESTERN ROAD SURGERY, 733 ," 12,287 ",5.97
F81014,CHURCH LANE SURGERY, 471 ," 12,238 ",3.85
F81015,CROCUS MEDICAL PRACTICE, 804 ," 13,102 ",6.14
F81017,WALTON MEDICAL CENTRE, 347 ," 8,310 ",4.18
F81019,MAYFLOWER MEDICAL CENTRE, 645 ," 17,458 ",3.69
F81020,THE FRESHFORD PRACTICE, 437 ," 7,645 ",5.72
F81021,GREAT BENTLEY SURGERY, 386 ," 10,420 ",3.70
F81022,LONGFIELD MEDICAL CENTRE, 655 ," 15,993 ",4.10
F81023,BEECHWOOD SURGERY, 635 ," 12,846 ",4.94
F81024,DICKENS PLACE SURGERY, 232 ," 5,199 ",4.46
F81025,DR GC CHAJED'S PRACTICE, 360 ," 9,385 ",3.84
F81026,CARADOC SURGERY, 230 ," 7,641 ",3.01
F81027,LISTER MEDICAL CENTRE, 888 ," 20,325 ",4.37
F81028,WIVENHOE SURGERY, 499 ," 8,762 ",5.70
F81029,DR DEGUN & DR MACAULAY," 5,890 "," 7,802 ",75.49
F81030,FERN HOUSE SURGERY, 695 ," 16,678 ",4.17
F81031,DR M ASLAM'S PRACTICE, 229 ," 7,599 ",3.01
F81032,P A PATEL SURGERY, 180 ," 3,609 ",4.99
F81034,NEWPORT SURGERY, 336 ," 8,981 ",3.74
F81036,ROBERT FREW MEDICAL CENTRE, 863 ," 18,345 ",4.70
F81037,EAST LYNNE MEDICAL CENTRE, 334 ," 8,445 ",3.96
F81038,TILE HOUSE SURGERY, 710 ," 13,364 ",5.31
F81040,STOCK SURGERY, 158 ," 4,585 ",3.45
F81041,LONDON ROAD SURGERY, 717 ," 13,080 ",5.48
F81042,COLCHESTER MEDICAL PRACTICE," 2,031 "," 38,487 ",5.28
F81043,THE LIMES MEDICAL CENTRE, 875 ," 19,139 ",4.57
F81044,THE ARDLEIGH SURGERY, 302 ," 7,487 ",4.03
F81045,DR N DABAS'S PRACTICE, 182 ," 3,433 ",5.30
F81046,DR KRISHNAN & PTNR - KENT ELMS HC, 224 ," 4,990 ",4.49
F81047,THE HAMILTON PRACTICE, 678 ," 11,020 ",6.15
F81048,LOUGHTON HEALTH CENTRE, 731 ," 10,706 ",6.83
F81049,ONGAR HEALTH CENTRE," 1,559 "," 12,361 ",12.61
F81051,THIRD AVENUE HEALTH CENTRE, 258 ," 7,550 ",3.42
F81052,ST. JAMES SURGERY, 736 ," 14,055 ",5.24
F81053,STANSTED SURGERY, 442 ," 11,701 ",3.78
F81055,MOUNT AVENUE SURGERY, 611 ," 12,996 ",4.70
F81056,OLD HARLOW HEALTH CENTRE, 573 ," 10,030 ",5.71
F81057,WHITLEY HOUSE SURGERY, 732 ," 13,775 ",5.31
F81060,AEGIS MEDICAL CENTRE, 178 ," 5,176 ",3.44
F81061,CONNER & PARTNERS, 369 ," 7,105 ",5.19
F81062,CHIGWELL MEDICAL CENTRE, 799 ," 8,802 ",9.08
F81065,WILLIAM HARVEY SURGERY, 333 ," 4,318 ",7.71
F81066,THE GREENSWARD SURGERY, 279 ," 6,209 ",4.49
F81067,AMBROSE AVENUE GROUP PRACTICE, 667 ," 15,947 ",4.18
F81068,THE ELIZABETH COURTAULD SURGERY, 683 ," 16,045 ",4.26
F81069,WINSTREE MEDICAL PRACTICE, 231 ," 7,557 ",3.06
F81071,RIVERMEAD GATE MED.CTR., 627 ," 13,892 ",4.51
F81072,"HIGH STREET SURGERY, EPPING", 423 ," 7,403 ",5.71
F81075,THE HOLLIES, 631 ," 12,426 ",5.08
F81076,THE TOLLESBURY PRACTICE, 164 ," 4,345 ",3.77
F81078,CHURCH LANGLEY MEDICAL PRACTICE, 591 ," 11,970 ",4.94
F81080,THE BILLERICAY MEDICAL PRACTICE, 663 ," 12,076 ",5.49
F81081,THE QUEENSWAY SURGERY, 665 ," 19,874 ",3.35
F81082,THE RIGG-MILNER MEDICAL CENTRE, 240 ," 4,823 ",4.98
F81083,BEAUCHAMP HOUSE, 637 ," 11,794 ",5.40
F81085,"DR A NAEEM & PARTNERS,THE NEW SURGERY", 657 ," 13,789 ",4.76
F81086,CENTRAL SURGERY - SOUTHCHURCH BLVD, 312 ," 7,925 ",3.94
F81087,MOUNT CHAMBERS MEDICAL PRACTICE, 560 ," 13,221 ",4.24
F81088,SOUTHEND ROAD SURGERY, 129 ," 2,913 ",4.43
F81089,WAKERING MEDICAL CTR., 468 ," 10,460 ",4.47
F81090,ANGEL LANE SURGERY, 922 ," 10,925 ",8.44
F81091,EAST HILL SURGERY, 399 ," 9,122 ",4.37
F81092,DR SOORIAKUMARAN, 218 ," 4,975 ",4.38
F81095,ABBEY FIELD MEDICAL CENTRE," 1,174 "," 19,068 ",6.16
F81096,OAKLANDS SURGERY, 392 ," 10,808 ",3.63
F81097,THE VALKYRIE SURGERY," 1,147 "," 17,411 ",6.59
F81098,THE WRITTLE SURGERY," 1,151 "," 8,001 ",14.39
F81099,BLACKWATER MEDICAL CENTRE, 399 ," 12,356 ",3.23
F81100,BEACON HEALTH GROUP-DANBURY MEDICAL CTR," 1,320 "," 25,562 ",5.16
F81101,ESSEX WAY SURGERY, 365 ," 5,412 ",6.74
F81102,ROCKLEIGH COURT SURGERY, 358 ," 6,834 ",5.24
F81104,CHAPEL STREET SURGERY, 241 ," 5,141 ",4.69
F81105,LITTLE WALTHAM & GT NOTLEY SURGERY," 1,122 "," 20,200 ",5.55
F81106,THE ROSS PRACTICE, 445 ," 10,205 ",4.36
F81108,LAINDON MEDICAL GROUP," 1,296 "," 17,721 ",7.31
F81110,TILBURY HEALTH CENTRE, 499 ," 12,160 ",4.10
F81111,ELSENHAM SURGERY, 346 ," 6,863 ",5.04
F81112,HIGHLANDS SURGERY, 726 ," 13,452 ",5.40
F81113,DR ABELA T PRACTICE, 952 ," 14,752 ",6.45
F81114,BADDOW VILLAGE SURGERY, 706 ," 12,300 ",5.74
F81115,CREFFIELD MEDICAL GROUP," 1,447 "," 28,265 ",5.12
F81116,COLNE MEDICAL CENTRE, 541 ," 10,946 ",4.94
F81117,SUTHERLAND LODGE SURGERY, 588 ," 9,848 ",5.97
F81118,JOHN TASKER HOUSE SURGERY, 836 ," 14,832 ",5.64
F81119,THE PUMP HOUSE SURGERY, 267 ," 8,130 ",3.28
F81120,NUFFIELD HOUSE HEALTH CENTRE, 725 ," 12,913 ",5.61
F81121,THE THORPE BAY SURGERY, 368 ," 7,305 ",5.04
F81122,CHELMER MEDICAL PARTNERSHIP," 1,692 "," 27,892 ",6.07
F81123,AUDLEY MILLS SURGERY, 932 ," 20,781 ",4.48
F81125,CHURCH VIEW SURGERY, 670 ," 13,820 ",4.85
F81126,BURNHAM SURGERY, 822 ," 9,199 ",8.94
F81128,EASTWOOD GROUP PRACTICE," 2,736 "," 14,992 ",18.25
F81130,WILLIAM FISHER MED.CTR., 289 ," 6,176 ",4.68
F81131,THAXTED SURGERY, 560 ," 8,508 ",6.58
F81132,BLANDFORD MEDICAL CENTRE, 680 ," 17,184 ",3.96
F81133,TIPTREE MEDICAL CENTRE, 551 ," 11,985 ",4.60
F81134,PEARTREE SURGERY & WEST HORNDON SURGERY," 1,776 "," 8,010 ",22.17
F81136,THE LOUGHTON SURGERY, 826 ," 12,756 ",6.48
F81137,ORSETT SURGERY, 490 ," 7,416 ",6.61
F81141,ROWHEDGE SURGERY, 459 ," 16,286 ",2.82
F81142,DR BAKER & PARTNERS, 314 ," 6,667 ",4.71
F81144,THE PALL MALL SURGERY," 1,236 "," 21,484 ",5.75
F81147,DR NAVIN KUMAR, 600 ," 5,474 ",10.96
F81149,THE LAURELS SURGERY, 891 ," 10,774 ",8.27
F81150,BALLARDS WALK SURGERY, 445 ," 11,967 ",3.72
F81152,FOREST PRACTICE, 713 ," 11,752 ",6.07
F81153,HASSENGATE MEDICAL CENTRE, 774 ," 12,378 ",6.25
F81155,BALFOUR MEDICAL CENTRE, 285 ," 5,703 ",5.00
F81156,RANWORTH SURGERY, 305 ," 9,120 ",3.34
F81158,DR NASAH & PARTNERS, 198 ," 3,783 ",5.23
F81159,SOUTHEND MEDICAL CENTRE, 188 ," 6,118 ",3.07
F81163,THE NEW FOLLY SURGERY, 276 ," 6,919 ",3.99
F81164,WEST ROAD SURGERY, 668 ," 10,245 ",6.52
F81165,PALMERSTON ROAD SURGERY, 565 ," 4,669 ",12.10
F81169,KINGS MEDICAL CENTRE, 569 ," 7,825 ",7.27
F81170,KINGSWAY SURGERY, 819 ," 13,891 ",5.90
F81173,DOUGLAS GROVE SURGERY, 239 ," 6,543 ",3.65
F81176,NORTH AVENUE SURGERY, 108 ," 2,563 ",4.21
F81177,DR DESHPANDE AM PRACTICE, 234 ," 4,245 ",5.51
F81181,ADDISON HOUSE - HAQUE PRACTICE, 747 ," 22,443 ",3.33
F81183,THE DENGIE MEDICAL PARTNERSHIP, 220 ," 5,311 ",4.14
F81184,ABRIDGE SURGERY, 248 ," 4,082 ",6.08
F81186,FELMORES MEDICAL CENTRE, 246 ," 6,996 ",3.52
F81192,STIFFORD CLAYS MEDICAL CENTRE," 1,380 "," 9,958 ",13.86
F81193,WITHAM HEALTH CENTRE, 248 ," 5,979 ",4.15
F81197,SANCTA MARIA MEDICAL CENTRE, 158 ," 2,578 ",6.13
F81198,HORNDON-ON-THE-HILL SURGERY, 198 ," 2,746 ",7.21
F81205,GHAURI PRACTICE, 237 ," 5,850 ",4.05
F81206,COMMONWEALTH HEALTH CENTRE, 239 ," 5,696 ",4.20
F81207,DR BEKAS MEDICAL CENTRE, 62 ," 2,146 ",2.89
F81209,THE SHAFTESBURY AVENUE SURGERY, 197 ," 2,762 ",7.13
F81211,DR YADAVA N PRACTICE, 870 ," 5,303 ",16.41
F81212,OLD ROAD SURGERY, 520 ," 9,496 ",5.48
F81213,THORPE SURGERY, 383 ," 8,046 ",4.76
F81215,DEAL TREE HEALTH CENTRE, 601 ," 9,714 ",6.19
F81216,THE RIVER SURGERY, 561 ," 4,408 ",12.73
F81218,THE GRAYS SURGERY, 129 ," 3,161 ",4.08
F81219,DELL MEDICAL CENTRE, 283 ," 4,715 ",6.00
F81221,FRONKS RD FAMILY SURGERY, 636 ," 4,829 ",13.17
F81222,QUEENS PARK SURGERY, 303 ," 5,066 ",5.98
F81223,DR MALIK - KENT ELMS HC, 142 ," 3,208 ",4.43
F81606,HAREWOOD SURGERY, 141 ," 2,840 ",4.96
F81613,DR KUMAR & PTNR - SHOEBURY HC, 332 ," 8,437 ",3.94
F81618,HIGH ROAD FAMILY DOCTORS, 176 ," 3,947 ",4.46
F81619,SYDENHAM HOUSE SURGERY, 128 ," 3,609 ",3.55
F81623,KADIM PRIMECARE MEDICAL CENTRE, 119 ," 2,473 ",4.81
F81632,DR YASIN SA PRACTICE, 242 ," 4,042 ",5.99
F81633,LAWFORD SURGERY, 151 ," 4,152 ",3.64
F81635,COLLINGWOOD ROAD SURGERY, 341 ," 2,468 ",13.82
F81636,MILL ROAD SURGERY, 746 ," 15,683 ",4.76
F81640,ARYAN MEDICAL CENTRE, 231 ," 4,542 ",5.09
F81641,MILTON ROAD SURGERY, 153 ," 3,156 ",4.85
F81645,ROSE VILLA SURGERY, 151 ," 4,175 ",3.62
F81649,DRS. PALACIN & GUYLER, 208 ," 4,230 ",4.92
F81651,SOUTH GREEN SURGERY, 104 ," 3,240 ",3.21
F81652,MEDIC HOUSE, 306 ," 4,481 ",6.83
F81656,WARRIOR SQUARE SURGERY, 91 ," 2,883 ",3.16
F81665,CHELMER VILLAGE SURGERY, 547 ," 4,850 ",11.28
F81666,DR SHARMA & PARTNERS, 168 ," 3,622 ",4.64
F81669,DERRY COURT MEDICAL PRACTICE, 311 ," 6,981 ",4.45
F81674,WYNCROFT SURGERY, 630 ," 2,943 ",21.41
F81675,THE PRACTICE LEECON WAY, 262 ," 4,961 ",5.28
F81679,HIGHWOODS SURGERY, 270 ," 7,368 ",3.66
F81681,CLACTON COMMUNITY PRACTICES, 522 ," 15,721 ",3.32
F81683,BLYTH'S MEADOW SURGERY, 339 ," 9,529 ",3.56
F81684,NORTH SHOEBURY SURGERY, 247 ," 6,400 ",3.86
F81690,ASHINGDON MEDICAL CENTRE, 209 ," 4,530 ",4.61
F81696,THE LEIGH SURGERY, 134 ," 2,225 ",6.02
F81697,DR DEVARAJA VC PRACTICE, 140 ," 3,046 ",4.60
F81700,RAHMAN PRACTICE, 154 ," 4,267 ",3.61
F81704,DOWNHALL PARK SURGERY, 152 ," 3,801 ",4.00
F81707,FRYERNS MEDICAL CENTRE, 188 ," 4,365 ",4.31
F81708,SAI MEDICAL CENTRE, 571 ," 10,746 ",5.31
F81711,KNIGHTS SURGERY, 112 ," 2,510 ",4.46
F81713,BENFLEET SURGERY, 139 ," 2,932 ",4.74
F81716,TOLLGATE HEALTH CENTRE, 341 ," 8,551 ",3.99
F81725,MAYNARD COURT SURGERY, 443 ," 8,800 ",5.03
F81729,MATCHING GREEN SURGERY, 125 ," 3,645 ",3.43
F81730,THE COGGESHALL SURGERY, 542 ," 6,480 ",8.36
F81732,SWANWOOD PARTNERSHIP, 268 ," 7,056 ",3.80
F81737,THE HIGHWOOD SURGERY, 131 ," 2,703 ",4.85
F81739,THE ISLAND SURGERY, 254 ," 6,911 ",3.68
